OBJECTID,Name,Jurisdiction,Area_km2,Accessible,Bridge to,Jumps,Buffer Distance (km)
3429,NA,BRITISH COLUMBIA,0.014112311,yes,no,4,2
3431,NA,BRITISH COLUMBIA,0.071895069,yes,no,2,2
3435,NA,BRITISH COLUMBIA,0.002463344,yes,no,3,2
3440,NA,BRITISH COLUMBIA,0.018176186,yes,no,2,2
3441,NA,BRITISH COLUMBIA,0.003933269,yes,no,2,2
3463,NA,BRITISH COLUMBIA,0.003291648,yes,no,2,2
3466,NA,BRITISH COLUMBIA,0.021278618,yes,no,2,2
3482,NA,BRITISH COLUMBIA,0.00473513,yes,no,2,2
3517,NA,BRITISH COLUMBIA,0.300016157,yes,no,2,2
3518,NA,BRITISH COLUMBIA,0.003281888,yes,no,3,2
3519,NA,BRITISH COLUMBIA,0.005905525,yes,no,2,2
3525,NA,BRITISH COLUMBIA,0.082121528,yes,no,3,2
3530,NA,BRITISH COLUMBIA,0.009155708,yes,no,3,2
3535,NA,BRITISH COLUMBIA,0.012526938,yes,no,3,2
3536,NA,BRITISH COLUMBIA,0.005924273,yes,no,3,2
3537,NA,BRITISH COLUMBIA,0.033056766,yes,no,4,2
3538,NA,BRITISH COLUMBIA,0.028701147,yes,no,3,2
3539,NA,BRITISH COLUMBIA,0.014826986,yes,no,4,2
3541,NA,BRITISH COLUMBIA,0.023263763,yes,no,4,2
3542,NA,BRITISH COLUMBIA,0.016346267,yes,no,3,2
3545,NA,BRITISH COLUMBIA,0.03204908,yes,no,3,2
3550,NA,BRITISH COLUMBIA,0.004140336,yes,no,4,2
3554,NA,BRITISH COLUMBIA,0.005496259,yes,no,4,2
3557,NA,BRITISH COLUMBIA,0.006112971,yes,no,4,2
3563,NA,BRITISH COLUMBIA,0.001666313,yes,no,4,2
3564,NA,BRITISH COLUMBIA,0.001543359,yes,no,4,2
3568,NA,BRITISH COLUMBIA,0.163823863,yes,no,4,2
3570,NA,BRITISH COLUMBIA,0.107611723,yes,no,4,2
3572,NA,BRITISH COLUMBIA,0.006293327,yes,no,4,2
3576,NA,BRITISH COLUMBIA,0.006036284,yes,no,4,2
3577,NA,BRITISH COLUMBIA,0.003498141,yes,no,4,2
3583,NA,BRITISH COLUMBIA,0.00530101,yes,no,4,2
3590,NA,BRITISH COLUMBIA,0.094863446,yes,no,3,2
3593,NA,BRITISH COLUMBIA,0.074167341,yes,no,3,2
3597,NA,BRITISH COLUMBIA,0.001729433,yes,no,4,2
3598,NA,BRITISH COLUMBIA,0.379493054,yes,no,4,2
3600,NA,BRITISH COLUMBIA,0.005303825,yes,no,4,2
3612,NA,BRITISH COLUMBIA,0.008098509,yes,no,4,2
3617,NA,BRITISH COLUMBIA,0.002500779,yes,no,4,2
3618,NA,BRITISH COLUMBIA,0.002819628,yes,no,4,2
3627,NA,BRITISH COLUMBIA,0.47733624,yes,no,3,2
3644,NA,BRITISH COLUMBIA,0.00455943,yes,no,4,2
3646,NA,BRITISH COLUMBIA,0.003825703,yes,no,4,2
3648,NA,BRITISH COLUMBIA,0.005764548,yes,no,4,2
3650,NA,BRITISH COLUMBIA,0.157981899,yes,no,4,2
3653,NA,BRITISH COLUMBIA,0.039990129,yes,no,4,2
3654,NA,BRITISH COLUMBIA,0.003070705,yes,no,4,2
3655,NA,BRITISH COLUMBIA,0.004995681,yes,no,4,2
3657,NA,BRITISH COLUMBIA,0.045285701,yes,no,2,2
3661,NA,BRITISH COLUMBIA,0.002564672,yes,no,4,2
3664,NA,BRITISH COLUMBIA,0.803531531,yes,no,1,2
3665,NA,BRITISH COLUMBIA,0.004107778,yes,no,2,2
3668,NA,BRITISH COLUMBIA,0.011570609,yes,no,4,2
3670,NA,BRITISH COLUMBIA,0.01080408,yes,no,4,2
3673,NA,BRITISH COLUMBIA,0.004810091,yes,no,4,2
3677,NA,BRITISH COLUMBIA,0.032427628,yes,no,4,2
3707,NA,BRITISH COLUMBIA,0.038468624,yes,no,4,2
3742,NA,BRITISH COLUMBIA,0.005570012,yes,no,1,2
3744,NA,BRITISH COLUMBIA,0.001349563,yes,no,4,2
3748,NA,BRITISH COLUMBIA,0.069144033,yes,no,1,2
3755,NA,BRITISH COLUMBIA,0.004577333,yes,no,4,2
3766,NA,BRITISH COLUMBIA,0.014947245,yes,no,3,2
3838,NA,BRITISH COLUMBIA,0.018454341,yes,no,6,2
3845,NA,BRITISH COLUMBIA,0.024907896,yes,no,4,2
3846,NA,BRITISH COLUMBIA,0.003964397,yes,no,4,2
3847,NA,BRITISH COLUMBIA,0.036542981,yes,no,5,2
3849,NA,BRITISH COLUMBIA,0.056684041,yes,no,5,2
3851,NA,BRITISH COLUMBIA,0.007001095,yes,no,6,2
3852,NA,BRITISH COLUMBIA,0.011710061,yes,no,6,2
3856,NA,BRITISH COLUMBIA,0.004880484,yes,no,3,2
3860,NA,BRITISH COLUMBIA,0.054814149,yes,no,4,2
3863,NA,BRITISH COLUMBIA,0.235380863,yes,no,4,2
3918,NA,BRITISH COLUMBIA,0.774614954,yes,no,1,2
3930,NA,BRITISH COLUMBIA,0.019407492,yes,no,2,2
3942,NA,BRITISH COLUMBIA,0.015988754,yes,no,5,2
4029,NA,BRITISH COLUMBIA,0.019186533,yes,no,3,2
4031,NA,BRITISH COLUMBIA,0.197139259,yes,no,3,2
4032,NA,BRITISH COLUMBIA,0.006802308,yes,no,3,2
4043,NA,BRITISH COLUMBIA,0.031777,yes,no,2,2
4045,NA,BRITISH COLUMBIA,0.011870909,yes,no,2,2
4046,NA,BRITISH COLUMBIA,0.009472997,yes,no,2,2
4047,NA,BRITISH COLUMBIA,0.016693107,yes,no,3,2
4048,NA,BRITISH COLUMBIA,0.135836364,yes,no,2,2
4052,NA,BRITISH COLUMBIA,0.045090972,yes,no,2,2
4055,NA,BRITISH COLUMBIA,0.179407782,yes,no,3,2
4058,NA,BRITISH COLUMBIA,0.00949423,yes,no,3,2
4060,NA,BRITISH COLUMBIA,0.006241173,yes,no,3,2
4064,NA,BRITISH COLUMBIA,0.149197482,yes,no,3,2
4065,NA,BRITISH COLUMBIA,0.112072263,yes,no,1,2
4130,NA,BRITISH COLUMBIA,0.074728002,yes,no,3,2
4163,NA,BRITISH COLUMBIA,0.012507695,yes,no,4,2
4180,NA,BRITISH COLUMBIA,0.028675304,yes,no,2,2
4185,NA,BRITISH COLUMBIA,0.016339804,yes,no,4,2
4191,NA,BRITISH COLUMBIA,0.008952337,yes,no,5,2
4193,NA,BRITISH COLUMBIA,0.188375969,yes,no,1,2
4194,NA,BRITISH COLUMBIA,0.010054849,yes,no,4,2
4195,NA,BRITISH COLUMBIA,0.006231195,yes,no,1,2
4197,NA,BRITISH COLUMBIA,0.01995923,yes,no,4,2
4207,NA,BRITISH COLUMBIA,0.016968375,yes,no,2,2
4209,NA,BRITISH COLUMBIA,0.015181173,yes,no,1,2
4309,NA,BRITISH COLUMBIA,0.072961062,yes,no,4,2
4310,NA,BRITISH COLUMBIA,0.014201551,yes,no,4,2
4377,NA,BRITISH COLUMBIA,0.009616895,yes,no,6,2
4381,NA,BRITISH COLUMBIA,0.00852733,yes,no,6,2
4382,NA,BRITISH COLUMBIA,0.005716805,yes,no,5,2
4383,NA,BRITISH COLUMBIA,0.00240681,yes,no,6,2
4386,NA,BRITISH COLUMBIA,0.019354674,yes,no,6,2
4387,NA,BRITISH COLUMBIA,0.724931647,yes,no,6,2
4389,NA,BRITISH COLUMBIA,0.00965339,yes,no,5,2
4390,NA,BRITISH COLUMBIA,0.003261931,yes,no,5,2
4392,NA,BRITISH COLUMBIA,0.007764263,yes,no,6,2
4393,NA,BRITISH COLUMBIA,0.000753096,yes,no,6,2
4394,NA,BRITISH COLUMBIA,0.002886075,yes,no,6,2
4398,NA,BRITISH COLUMBIA,0.030182469,yes,no,6,2
4402,NA,BRITISH COLUMBIA,0.032626313,yes,no,6,2
4403,NA,BRITISH COLUMBIA,0.000754903,yes,no,6,2
4404,NA,BRITISH COLUMBIA,0.008521949,yes,no,6,2
4406,NA,BRITISH COLUMBIA,0.003457906,yes,no,7,2
4407,NA,BRITISH COLUMBIA,0.005795327,yes,no,6,2
4413,NA,BRITISH COLUMBIA,0.004795224,yes,no,7,2
4415,NA,BRITISH COLUMBIA,0.021496505,yes,no,7,2
4430,NA,BRITISH COLUMBIA,0.925286359,yes,no,4,2
4472,NA,BRITISH COLUMBIA,0.014354475,yes,no,5,2
4477,NA,BRITISH COLUMBIA,0.003181744,yes,no,5,2
4480,NA,BRITISH COLUMBIA,0.021099522,yes,no,5,2
4481,NA,BRITISH COLUMBIA,0.023762549,yes,no,4,2
4489,NA,BRITISH COLUMBIA,0.005385853,yes,no,5,2
4490,NA,BRITISH COLUMBIA,0.036320694,yes,no,4,2
4491,NA,BRITISH COLUMBIA,0.005694248,yes,no,5,2
4492,NA,BRITISH COLUMBIA,0.006171494,yes,no,4,2
4498,NA,BRITISH COLUMBIA,0.17609614,yes,no,5,2
4506,NA,BRITISH COLUMBIA,0.008005724,yes,no,6,2
4571,NA,BRITISH COLUMBIA,0.031075551,yes,no,3,2
4597,NA,BRITISH COLUMBIA,0.284389926,yes,no,3,2
4599,NA,BRITISH COLUMBIA,0.038986228,yes,no,4,2
4602,NA,BRITISH COLUMBIA,0.259157949,yes,no,3,2
4610,NA,BRITISH COLUMBIA,0.095365796,yes,no,4,2
4613,NA,BRITISH COLUMBIA,0.041968482,yes,no,4,2
4614,NA,BRITISH COLUMBIA,0.246711424,yes,no,4,2
4615,NA,BRITISH COLUMBIA,0.022939544,yes,no,4,2
4635,NA,BRITISH COLUMBIA,0.219846825,yes,no,7,2
4638,NA,BRITISH COLUMBIA,0.028274544,yes,no,8,2
4643,NA,BRITISH COLUMBIA,0.110695597,yes,no,8,2
4645,NA,BRITISH COLUMBIA,0.11840891,yes,no,8,2
4650,NA,BRITISH COLUMBIA,0.14043476,yes,no,8,2
4651,NA,BRITISH COLUMBIA,0.316227109,yes,no,8,2
4653,NA,BRITISH COLUMBIA,0.319227203,yes,no,8,2
4654,NA,BRITISH COLUMBIA,0.0337476,yes,no,8,2
4656,NA,BRITISH COLUMBIA,0.011619459,yes,no,8,2
4657,NA,BRITISH COLUMBIA,0.710543844,yes,no,3,2
4659,NA,BRITISH COLUMBIA,0.026462632,yes,no,8,2
4664,NA,BRITISH COLUMBIA,0.038820981,yes,no,8,2
4669,NA,BRITISH COLUMBIA,0.017910192,yes,no,4,2
4674,NA,BRITISH COLUMBIA,0.127775691,yes,no,4,2
4677,NA,BRITISH COLUMBIA,0.992173718,yes,no,4,2
4679,NA,BRITISH COLUMBIA,0.016547366,yes,no,5,2
4680,NA,BRITISH COLUMBIA,0.1260141,yes,no,5,2
4758,NA,BRITISH COLUMBIA,0.028679706,yes,no,5,2
4884,NA,BRITISH COLUMBIA,0.021866637,yes,no,3,2
4887,NA,BRITISH COLUMBIA,0.027236737,yes,no,3,2
4889,NA,BRITISH COLUMBIA,0.067922411,yes,no,3,2
4897,NA,BRITISH COLUMBIA,0.015197293,yes,no,4,2
4905,NA,BRITISH COLUMBIA,0.021549312,yes,no,4,2
4913,NA,BRITISH COLUMBIA,0.013014862,yes,no,7,2
4914,NA,BRITISH COLUMBIA,0.025878488,yes,no,7,2
4915,NA,BRITISH COLUMBIA,0.044267039,yes,no,7,2
4916,NA,BRITISH COLUMBIA,0.345682796,yes,no,7,2
5095,NA,BRITISH COLUMBIA,0.085692058,yes,no,6,2
5115,NA,BRITISH COLUMBIA,0.04309492,yes,no,3,2
5120,NA,BRITISH COLUMBIA,0.02003186,yes,no,3,2
5130,NA,BRITISH COLUMBIA,0.014262346,yes,no,2,2
5132,NA,BRITISH COLUMBIA,0.013479218,yes,no,3,2
5134,NA,BRITISH COLUMBIA,0.010702538,yes,no,2,2
5135,NA,BRITISH COLUMBIA,0.015933704,yes,no,2,2
5147,NA,BRITISH COLUMBIA,0.024593072,yes,no,3,2
5161,NA,BRITISH COLUMBIA,0.150665814,yes,no,5,2
5221,NA,BRITISH COLUMBIA,0.029252664,yes,no,5,2
5253,NA,BRITISH COLUMBIA,0.052557706,yes,no,3,2
5398,NA,BRITISH COLUMBIA,0.021762845,yes,no,4,2
5403,NA,BRITISH COLUMBIA,0.007935962,yes,no,4,2
5406,NA,BRITISH COLUMBIA,0.008783132,yes,no,4,2
5410,NA,BRITISH COLUMBIA,0.009980919,yes,no,4,2
5420,NA,BRITISH COLUMBIA,0.021784438,yes,no,3,2
5422,NA,BRITISH COLUMBIA,0.013151939,yes,no,3,2
5424,NA,BRITISH COLUMBIA,0.012100805,yes,no,4,2
5427,NA,BRITISH COLUMBIA,0.164584845,yes,no,4,2
5730,NA,BRITISH COLUMBIA,0.022630372,yes,no,10,2
5731,NA,BRITISH COLUMBIA,0.047193959,yes,no,10,2
5758,NA,BRITISH COLUMBIA,0.002553335,yes,no,6,2
5759,NA,BRITISH COLUMBIA,0.103493198,yes,no,6,2
5771,NA,BRITISH COLUMBIA,0.013760979,yes,no,7,2
5776,NA,BRITISH COLUMBIA,0.217337859,yes,no,8,2
5801,NA,BRITISH COLUMBIA,0.329235003,yes,no,4,2
5803,NA,BRITISH COLUMBIA,0.035315616,yes,no,5,2
5805,NA,BRITISH COLUMBIA,0.016745547,yes,no,4,2
5886,NA,BRITISH COLUMBIA,0.012050952,yes,no,6,2
5887,NA,BRITISH COLUMBIA,0.010529311,yes,no,5,2
5888,NA,BRITISH COLUMBIA,0.006780504,yes,no,5,2
5890,NA,BRITISH COLUMBIA,0.239587901,yes,no,5,2
5891,NA,BRITISH COLUMBIA,0.008260931,yes,no,5,2
5892,NA,BRITISH COLUMBIA,0.013765955,yes,no,5,2
5893,NA,BRITISH COLUMBIA,0.006737257,yes,no,6,2
5895,NA,BRITISH COLUMBIA,0.211013899,yes,no,5,2
5896,NA,BRITISH COLUMBIA,0.015789076,yes,no,5,2
5897,NA,BRITISH COLUMBIA,0.010642704,yes,no,5,2
5898,NA,BRITISH COLUMBIA,0.058393682,yes,no,5,2
5899,NA,BRITISH COLUMBIA,0.01199677,yes,no,5,2
5900,NA,BRITISH COLUMBIA,0.022622689,yes,no,5,2
5901,NA,BRITISH COLUMBIA,0.010631764,yes,no,5,2
5903,NA,BRITISH COLUMBIA,0.043746544,yes,no,6,2
5904,NA,BRITISH COLUMBIA,0.008941093,yes,no,6,2
5906,NA,BRITISH COLUMBIA,0.009171276,yes,no,5,2
5925,NA,BRITISH COLUMBIA,0.021990641,yes,no,2,2
5930,NA,BRITISH COLUMBIA,0.158599362,yes,no,3,2
5934,NA,BRITISH COLUMBIA,0.004903936,yes,no,5,2
5940,NA,BRITISH COLUMBIA,0.020798276,yes,no,5,2
5943,NA,BRITISH COLUMBIA,0.534046796,yes,no,5,2
5945,NA,BRITISH COLUMBIA,0.029070766,yes,no,5,2
5946,NA,BRITISH COLUMBIA,0.003711893,yes,no,5,2
5947,NA,BRITISH COLUMBIA,0.051086366,yes,no,5,2
5948,NA,BRITISH COLUMBIA,0.364376378,yes,no,5,2
5949,NA,BRITISH COLUMBIA,0.006949759,yes,no,5,2
5950,NA,BRITISH COLUMBIA,0.068098889,yes,no,5,2
5951,NA,BRITISH COLUMBIA,0.020776197,yes,no,5,2
5952,NA,BRITISH COLUMBIA,0.009035737,yes,no,5,2
5953,NA,BRITISH COLUMBIA,0.006787061,yes,no,5,2
5954,NA,BRITISH COLUMBIA,0.036766417,yes,no,5,2
5955,NA,BRITISH COLUMBIA,0.008700529,yes,no,5,2
5956,NA,BRITISH COLUMBIA,0.008211323,yes,no,5,2
5957,NA,BRITISH COLUMBIA,0.076303152,yes,no,5,2
5958,NA,BRITISH COLUMBIA,0.006654811,yes,no,5,2
5959,NA,BRITISH COLUMBIA,0.064509281,yes,no,5,2
5961,NA,BRITISH COLUMBIA,0.430009347,yes,no,4,2
5962,NA,BRITISH COLUMBIA,0.008263566,yes,no,5,2
5963,NA,BRITISH COLUMBIA,0.008539967,yes,no,4,2
5964,NA,BRITISH COLUMBIA,0.01058036,yes,no,4,2
5965,NA,BRITISH COLUMBIA,0.012293647,yes,no,5,2
5966,NA,BRITISH COLUMBIA,0.006165243,yes,no,5,2
5969,NA,BRITISH COLUMBIA,0.006840474,yes,no,4,2
5970,NA,BRITISH COLUMBIA,0.018659323,yes,no,4,2
5971,NA,BRITISH COLUMBIA,0.014057752,yes,no,5,2
5972,NA,BRITISH COLUMBIA,0.01015233,yes,no,4,2
5973,NA,BRITISH COLUMBIA,0.992722166,yes,no,4,2
5974,NA,BRITISH COLUMBIA,0.410303946,yes,no,4,2
5975,NA,BRITISH COLUMBIA,0.056642817,yes,no,4,2
5983,NA,BRITISH COLUMBIA,0.314110249,yes,no,4,2
5984,NA,BRITISH COLUMBIA,0.067763473,yes,no,4,2
6018,NA,BRITISH COLUMBIA,0.010285636,yes,no,4,2
6019,NA,BRITISH COLUMBIA,0.463400154,yes,no,4,2
6086,NA,BRITISH COLUMBIA,0.02535699,yes,no,10,2
6088,NA,BRITISH COLUMBIA,0.043383817,yes,no,10,2
6090,NA,BRITISH COLUMBIA,0.059553603,yes,no,9,2
6094,NA,BRITISH COLUMBIA,0.037706648,yes,no,9,2
6101,NA,BRITISH COLUMBIA,0.030955718,yes,no,10,2
6106,NA,BRITISH COLUMBIA,0.039792777,yes,no,8,2
6108,NA,BRITISH COLUMBIA,0.016279574,yes,no,9,2
6109,NA,BRITISH COLUMBIA,0.046820562,yes,no,9,2
6110,NA,BRITISH COLUMBIA,0.067442446,yes,no,9,2
6111,NA,BRITISH COLUMBIA,0.288420905,yes,no,7,2
6113,NA,BRITISH COLUMBIA,0.026748683,yes,no,8,2
6114,NA,BRITISH COLUMBIA,0.103061492,yes,no,7,2
6115,NA,BRITISH COLUMBIA,0.024440455,yes,no,8,2
6117,NA,BRITISH COLUMBIA,0.035051218,yes,no,9,2
6118,NA,BRITISH COLUMBIA,0.075706316,yes,no,8,2
6120,NA,BRITISH COLUMBIA,0.009701214,yes,no,9,2
6123,NA,BRITISH COLUMBIA,0.009758587,yes,no,9,2
6124,NA,BRITISH COLUMBIA,0.04489869,yes,no,9,2
6125,NA,BRITISH COLUMBIA,0.020255073,yes,no,9,2
6126,NA,BRITISH COLUMBIA,0.021378782,yes,no,9,2
6127,NA,BRITISH COLUMBIA,0.008783411,yes,no,9,2
6128,NA,BRITISH COLUMBIA,0.021885432,yes,no,8,2
6129,NA,BRITISH COLUMBIA,0.070084286,yes,no,9,2
6130,NA,BRITISH COLUMBIA,0.010286363,yes,no,9,2
6132,NA,BRITISH COLUMBIA,0.008412825,yes,no,6,2
6135,NA,BRITISH COLUMBIA,0.013435389,yes,no,6,2
6136,NA,BRITISH COLUMBIA,0.103797268,yes,no,6,2
6140,NA,BRITISH COLUMBIA,0.009111044,yes,no,6,2
6143,NA,BRITISH COLUMBIA,0.018469344,yes,no,6,2
6149,NA,BRITISH COLUMBIA,0.012039291,yes,no,5,2
6151,NA,BRITISH COLUMBIA,0.048537969,yes,no,5,2
6166,NA,USA,0.011780735,yes,no,1,2
6170,NA,USA,0.008546811,yes,no,1,2
2,NA,USA,0.012037517,no,no,NA,NA
3,NA,USA,0.003736155,no,no,NA,NA
4,NA,USA,0.770147928,no,no,NA,NA
5,NA,USA,0.003683896,no,no,NA,NA
6,NA,USA,0.005486804,no,no,NA,NA
10,NA,USA,0.01653097,no,no,NA,NA
11,NA,USA,0.005968828,no,no,NA,NA
13,NA,USA,0.150679511,no,no,NA,NA
14,NA,USA,0.085461917,no,no,NA,NA
15,NA,USA,0.003423944,no,no,NA,NA
16,NA,USA,0.002848652,no,no,NA,NA
18,NA,USA,0.073704919,no,no,NA,NA
19,NA,USA,0.882297182,no,no,NA,NA
20,NA,USA,0.020320046,no,no,NA,NA
23,NA,USA,0.014694863,no,no,NA,NA
25,NA,USA,0.958500359,no,no,NA,NA
27,NA,USA,0.123724368,no,no,NA,NA
28,NA,USA,0.016770334,no,no,NA,NA
30,NA,USA,0.003562069,no,no,NA,NA
32,NA,USA,0.004429368,no,no,NA,NA
33,NA,USA,0.00746419,no,no,NA,NA
37,NA,USA,0.00498044,no,no,NA,NA
38,NA,USA,0.005626123,no,no,NA,NA
41,NA,USA,0.0473843,no,no,NA,NA
44,NA,USA,0.003105871,no,no,NA,NA
46,NA,USA,0.003340881,no,no,NA,NA
47,NA,USA,0.004052857,no,no,NA,NA
48,NA,USA,0.002924755,no,no,NA,NA
49,NA,USA,0.003018446,no,no,NA,NA
50,NA,USA,0.009780415,no,no,NA,NA
51,NA,USA,0.006127556,no,no,NA,NA
52,NA,USA,0.015602648,no,no,NA,NA
53,NA,USA,0.01557586,no,no,NA,NA
54,NA,USA,0.007105662,no,no,NA,NA
55,NA,USA,0.005861025,no,no,NA,NA
56,NA,USA,0.007295211,no,no,NA,NA
57,NA,USA,0.158502495,no,no,NA,NA
58,NA,USA,0.243565417,no,no,NA,NA
59,NA,USA,0.003869845,no,no,NA,NA
60,NA,USA,0.032691968,no,no,NA,NA
63,NA,USA,0.003720504,no,no,NA,NA
64,NA,USA,0.002797697,no,no,NA,NA
65,NA,USA,0.002019609,no,no,NA,NA
66,NA,USA,0.005794283,no,no,NA,NA
67,NA,USA,0.005422141,no,no,NA,NA
68,NA,USA,0.003773753,no,no,NA,NA
69,NA,USA,0.027869058,no,no,NA,NA
70,NA,USA,0.011970649,no,no,NA,NA
78,NA,USA,0.00292963,no,no,NA,NA
79,NA,USA,0.012462718,no,no,NA,NA
81,NA,USA,0.009119265,no,no,NA,NA
85,NA,USA,0.018336408,no,no,NA,NA
86,NA,USA,0.002129724,no,no,NA,NA
87,NA,USA,0.034165719,no,no,NA,NA
89,NA,USA,0.003383563,no,no,NA,NA
90,NA,USA,0.012634402,no,no,NA,NA
93,NA,USA,0.003293741,no,no,NA,NA
94,NA,USA,0.011281402,no,no,NA,NA
95,NA,USA,0.003680525,no,no,NA,NA
96,NA,USA,0.046744277,no,no,NA,NA
99,NA,USA,0.003010234,no,no,NA,NA
123,NA,USA,0.015578018,no,no,NA,NA
125,NA,USA,0.168020031,no,no,NA,NA
166,NA,USA,0.220524153,no,no,NA,NA
167,NA,USA,0.140925577,no,no,NA,NA
171,NA,USA,0.011457717,no,no,NA,NA
172,NA,USA,0.006124711,no,no,NA,NA
174,NA,USA,0.005929607,no,no,NA,NA
176,NA,USA,0.002735013,no,no,NA,NA
178,NA,USA,0.005232839,no,no,NA,NA
187,NA,USA,0.469567912,no,no,NA,NA
196,NA,USA,0.909807026,no,no,NA,NA
200,NA,USA,0.006265507,no,no,NA,NA
206,NA,USA,0.009369965,no,no,NA,NA
207,NA,USA,0.028866993,no,no,NA,NA
209,NA,USA,0.034542967,no,no,NA,NA
210,NA,USA,0.009455652,no,no,NA,NA
211,NA,USA,0.24141179,no,no,NA,NA
212,NA,USA,0.088906903,no,no,NA,NA
217,NA,USA,0.009016325,no,no,NA,NA
218,NA,USA,0.010380556,no,no,NA,NA
219,NA,USA,0.029800217,no,no,NA,NA
222,NA,USA,0.064789511,no,no,NA,NA
223,NA,USA,0.003540608,no,no,NA,NA
225,NA,USA,0.00627417,no,no,NA,NA
231,NA,BRITISH COLUMBIA,0.013535611,no,no,NA,NA
232,NA,BRITISH COLUMBIA,0.024563965,no,no,NA,NA
235,NA,BRITISH COLUMBIA,0.014950643,no,no,NA,NA
238,NA,BRITISH COLUMBIA,0.011143502,no,no,NA,NA
241,NA,BRITISH COLUMBIA,0.010254999,no,no,NA,NA
243,NA,BRITISH COLUMBIA,0.016320631,no,no,NA,NA
251,NA,BRITISH COLUMBIA,0.013221089,no,no,NA,NA
253,NA,BRITISH COLUMBIA,0.044339661,no,no,NA,NA
254,NA,BRITISH COLUMBIA,0.035771367,no,no,NA,NA
256,NA,BRITISH COLUMBIA,0.01162989,no,no,NA,NA
258,NA,BRITISH COLUMBIA,0.026882747,no,no,NA,NA
260,NA,BRITISH COLUMBIA,0.033145678,no,no,NA,NA
261,NA,BRITISH COLUMBIA,0.05319552,no,no,NA,NA
263,NA,BRITISH COLUMBIA,0.394739478,no,no,NA,NA
264,NA,BRITISH COLUMBIA,0.016505999,no,no,NA,NA
265,NA,BRITISH COLUMBIA,0.1133687,no,no,NA,NA
268,NA,BRITISH COLUMBIA,0.445253761,no,no,NA,NA
270,NA,BRITISH COLUMBIA,0.012108187,no,no,NA,NA
272,NA,BRITISH COLUMBIA,0.122433465,no,no,NA,NA
273,NA,BRITISH COLUMBIA,0.010338062,no,no,NA,NA
275,NA,BRITISH COLUMBIA,0.021509265,no,no,NA,NA
276,NA,BRITISH COLUMBIA,0.032015069,no,no,NA,NA
279,NA,BRITISH COLUMBIA,0.012084045,no,no,NA,NA
280,NA,BRITISH COLUMBIA,0.157807138,no,no,NA,NA
283,NA,USA,0.012892838,no,no,NA,NA
284,NA,USA,0.005264294,no,no,NA,NA
287,NA,USA,0.005496825,no,no,NA,NA
288,NA,USA,0.003889499,no,no,NA,NA
289,NA,USA,0.003778216,no,no,NA,NA
290,NA,USA,0.053077991,no,no,NA,NA
291,NA,USA,0.0035247,no,no,NA,NA
292,NA,USA,0.053213046,no,no,NA,NA
293,NA,USA,0.00276989,no,no,NA,NA
294,NA,USA,0.003846538,no,no,NA,NA
296,NA,USA,0.00856219,no,no,NA,NA
299,NA,USA,0.005636693,no,no,NA,NA
301,NA,USA,0.005209968,no,no,NA,NA
305,NA,USA,0.006930714,no,no,NA,NA
306,NA,BRITISH COLUMBIA,0.098773239,no,no,NA,NA
307,NA,BRITISH COLUMBIA,0.791606937,no,no,NA,NA
308,NA,USA,0.19866025,no,no,NA,NA
309,NA,USA,0.004207617,no,no,NA,NA
312,NA,USA,0.014722012,no,no,NA,NA
314,NA,USA,0.29299978,no,no,NA,NA
315,NA,USA,0.039912341,no,no,NA,NA
316,NA,USA,0.003519669,no,no,NA,NA
317,NA,USA,0.030517506,no,no,NA,NA
319,NA,USA,0.251940037,no,no,NA,NA
321,NA,USA,0.004579137,no,no,NA,NA
322,NA,USA,0.141294347,no,no,NA,NA
324,NA,USA,0.028346785,no,no,NA,NA
325,NA,USA,0.472244276,no,no,NA,NA
328,NA,USA,0.11546787,no,no,NA,NA
329,NA,USA,0.041922756,no,no,NA,NA
331,NA,USA,0.713600571,no,no,NA,NA
333,NA,USA,0.005287271,no,no,NA,NA
343,NA,BRITISH COLUMBIA,0.567344868,no,no,NA,NA
344,NA,BRITISH COLUMBIA,0.085657899,no,no,NA,NA
359,NA,BRITISH COLUMBIA,0.05938384,no,no,NA,NA
360,NA,BRITISH COLUMBIA,0.056077675,no,no,NA,NA
361,NA,BRITISH COLUMBIA,0.011938331,no,no,NA,NA
362,NA,BRITISH COLUMBIA,0.007569322,no,no,NA,NA
364,NA,BRITISH COLUMBIA,0.057823738,no,no,NA,NA
367,NA,BRITISH COLUMBIA,0.010786366,no,no,NA,NA
368,NA,BRITISH COLUMBIA,0.012174062,no,no,NA,NA
376,NA,BRITISH COLUMBIA,0.029243542,no,no,NA,NA
379,NA,BRITISH COLUMBIA,0.012854918,no,no,NA,NA
435,NA,BRITISH COLUMBIA,0.005007478,no,no,NA,NA
442,NA,BRITISH COLUMBIA,0.118238009,no,no,NA,NA
453,NA,BRITISH COLUMBIA,0.017544185,no,no,NA,NA
455,NA,BRITISH COLUMBIA,0.004177836,no,no,NA,NA
456,NA,BRITISH COLUMBIA,0.340234842,no,no,NA,NA
458,NA,BRITISH COLUMBIA,0.013618689,no,no,NA,NA
461,NA,BRITISH COLUMBIA,0.009732441,no,no,NA,NA
466,NA,BRITISH COLUMBIA,0.004054481,no,no,NA,NA
467,NA,BRITISH COLUMBIA,0.005600125,no,no,NA,NA
472,NA,BRITISH COLUMBIA,0.005428577,no,no,NA,NA
