OBJECTID,Name,Jurisdiction,Area_km2,Accessible,Bridge to,Jumps,Buffer Distance (km)
2063,NA,BRITISH COLUMBIA,0.00896274,yes,no,1,1.1
2064,NA,BRITISH COLUMBIA,0.024000796,yes,no,1,1.1
2065,NA,BRITISH COLUMBIA,0.185427368,yes,no,1,1.1
2066,NA,BRITISH COLUMBIA,0.005473749,yes,no,1,1.1
2067,NA,BRITISH COLUMBIA,0.017588499,yes,no,1,1.1
2068,NA,BRITISH COLUMBIA,0.049981106,yes,no,1,1.1
2069,NA,BRITISH COLUMBIA,0.010767866,yes,no,1,1.1
2070,NA,BRITISH COLUMBIA,0.010019585,yes,no,1,1.1
2071,NA,BRITISH COLUMBIA,0.017215881,yes,no,1,1.1
2072,NA,BRITISH COLUMBIA,0.015005771,yes,no,1,1.1
2073,NA,BRITISH COLUMBIA,0.020287394,yes,no,1,1.1
2074,NA,BRITISH COLUMBIA,0.554759147,yes,no,1,1.1
2075,NA,BRITISH COLUMBIA,0.068403996,yes,no,1,1.1
2076,NA,BRITISH COLUMBIA,0.006997477,yes,no,1,1.1
2077,NA,BRITISH COLUMBIA,0.254530139,yes,no,1,1.1
2078,NA,BRITISH COLUMBIA,0.059483982,yes,no,1,1.1
2079,NA,BRITISH COLUMBIA,0.060712914,yes,no,1,1.1
2080,NA,BRITISH COLUMBIA,0.006720384,yes,no,1,1.1
2081,NA,BRITISH COLUMBIA,0.013805128,yes,no,1,1.1
2082,NA,BRITISH COLUMBIA,0.004416503,yes,no,1,1.1
2083,NA,BRITISH COLUMBIA,0.076244714,yes,no,1,1.1
2084,NA,BRITISH COLUMBIA,0.019123539,yes,no,1,1.1
2085,NA,BRITISH COLUMBIA,0.016138882,yes,no,1,1.1
2086,NA,BRITISH COLUMBIA,0.275108982,yes,no,1,1.1
2087,NA,BRITISH COLUMBIA,0.008017371,yes,no,1,1.1
2091,NA,BRITISH COLUMBIA,0.074528089,yes,no,1,1.1
2092,NA,BRITISH COLUMBIA,0.133957648,yes,no,1,1.1
2097,NA,BRITISH COLUMBIA,0.0377515,yes,no,1,1.1
2102,NA,BRITISH COLUMBIA,0.004122924,yes,no,1,1.1
2107,NA,BRITISH COLUMBIA,0.004411939,yes,no,1,1.1
2108,NA,BRITISH COLUMBIA,0.00234032,yes,no,1,1.1
2109,NA,BRITISH COLUMBIA,0.003490204,yes,no,1,1.1
2110,NA,BRITISH COLUMBIA,0.011011944,yes,no,1,1.1
2111,NA,BRITISH COLUMBIA,0.006590669,yes,no,1,1.1
2113,NA,BRITISH COLUMBIA,0.039435527,yes,no,1,1.1
2115,NA,BRITISH COLUMBIA,0.093695484,yes,no,1,1.1
2116,NA,BRITISH COLUMBIA,0.278432562,yes,no,1,1.1
2118,NA,BRITISH COLUMBIA,0.02768399,yes,no,1,1.1
2120,NA,BRITISH COLUMBIA,0.175595484,yes,no,1,1.1
2121,NA,BRITISH COLUMBIA,0.021534469,yes,no,1,1.1
2122,NA,BRITISH COLUMBIA,0.018870679,yes,no,1,1.1
2123,NA,BRITISH COLUMBIA,0.012733427,yes,no,1,1.1
2124,NA,BRITISH COLUMBIA,0.020830312,yes,no,1,1.1
2131,NA,BRITISH COLUMBIA,0.016631394,yes,no,1,1.1
2132,NA,BRITISH COLUMBIA,0.01342398,yes,no,1,1.1
2133,NA,BRITISH COLUMBIA,0.019750395,yes,no,1,1.1
2134,NA,BRITISH COLUMBIA,0.018885104,yes,no,1,1.1
2135,NA,BRITISH COLUMBIA,0.006129488,yes,no,1,1.1
2136,NA,BRITISH COLUMBIA,0.005787008,yes,no,1,1.1
2137,NA,BRITISH COLUMBIA,0.007158438,yes,no,1,1.1
2138,NA,BRITISH COLUMBIA,0.273281055,yes,no,1,1.1
2139,NA,BRITISH COLUMBIA,0.01227005,yes,no,1,1.1
2140,NA,BRITISH COLUMBIA,0.026136303,yes,no,1,1.1
2141,NA,BRITISH COLUMBIA,0.016515951,yes,no,1,1.1
2142,NA,BRITISH COLUMBIA,0.044576133,yes,no,1,1.1
2143,NA,BRITISH COLUMBIA,0.012823277,yes,no,1,1.1
2144,NA,BRITISH COLUMBIA,0.002820734,yes,no,1,1.1
2145,NA,BRITISH COLUMBIA,0.00404298,yes,no,1,1.1
2146,NA,BRITISH COLUMBIA,0.004595481,yes,no,1,1.1
2147,NA,BRITISH COLUMBIA,0.007134879,yes,no,1,1.1
2148,NA,BRITISH COLUMBIA,0.012210964,yes,no,1,1.1
2149,NA,BRITISH COLUMBIA,0.044780711,yes,no,1,1.1
2150,NA,BRITISH COLUMBIA,0.011733174,yes,no,1,1.1
2151,NA,BRITISH COLUMBIA,0.223845753,yes,no,1,1.1
2152,NA,BRITISH COLUMBIA,0.003643602,yes,no,1,1.1
2153,NA,BRITISH COLUMBIA,0.015993183,yes,no,1,1.1
2154,NA,BRITISH COLUMBIA,0.003603754,yes,no,1,1.1
2155,NA,BRITISH COLUMBIA,0.004160148,yes,no,1,1.1
2156,NA,BRITISH COLUMBIA,0.005310957,yes,no,1,1.1
2157,NA,BRITISH COLUMBIA,0.052706313,yes,no,1,1.1
2159,NA,BRITISH COLUMBIA,0.046813384,yes,no,1,1.1
2160,NA,BRITISH COLUMBIA,0.66358888,yes,no,1,1.1
2161,NA,BRITISH COLUMBIA,0.460796271,yes,no,1,1.1
2162,NA,BRITISH COLUMBIA,0.359472893,yes,no,1,1.1
2163,NA,BRITISH COLUMBIA,0.00177978,yes,no,1,1.1
2164,NA,BRITISH COLUMBIA,0.045278164,yes,no,1,1.1
2165,NA,BRITISH COLUMBIA,0.019844648,yes,no,1,1.1
2166,NA,BRITISH COLUMBIA,0.004038262,yes,no,1,1.1
2167,NA,BRITISH COLUMBIA,0.014016512,yes,no,1,1.1
2168,NA,BRITISH COLUMBIA,0.023228842,yes,no,1,1.1
2169,NA,BRITISH COLUMBIA,0.020299688,yes,no,1,1.1
2170,NA,BRITISH COLUMBIA,0.003473882,yes,no,2,1.1
2171,NA,BRITISH COLUMBIA,0.022608585,yes,no,1,1.1
2172,NA,BRITISH COLUMBIA,0.00834813,yes,no,1,1.1
2173,NA,BRITISH COLUMBIA,0.005813296,yes,no,2,1.1
2174,NA,BRITISH COLUMBIA,0.002393695,yes,no,1,1.1
2175,NA,BRITISH COLUMBIA,0.036613899,yes,no,1,1.1
2176,NA,BRITISH COLUMBIA,0.004933068,yes,no,1,1.1
2177,NA,BRITISH COLUMBIA,0.018363149,yes,no,1,1.1
2178,NA,BRITISH COLUMBIA,0.006893527,yes,no,1,1.1
2179,NA,BRITISH COLUMBIA,0.002596486,yes,no,1,1.1
2180,NA,BRITISH COLUMBIA,0.015271464,yes,no,1,1.1
2181,NA,BRITISH COLUMBIA,0.102050134,yes,no,1,1.1
2182,NA,BRITISH COLUMBIA,0.005911794,yes,no,2,1.1
2183,NA,BRITISH COLUMBIA,0.002510375,yes,no,2,1.1
2184,NA,BRITISH COLUMBIA,0.15067941,yes,no,1,1.1
2185,NA,BRITISH COLUMBIA,0.036065908,yes,no,2,1.1
2186,NA,BRITISH COLUMBIA,0.054834273,yes,no,1,1.1
2187,NA,BRITISH COLUMBIA,0.169744712,yes,no,1,1.1
2188,NA,BRITISH COLUMBIA,0.03836941,yes,no,1,1.1
2189,NA,BRITISH COLUMBIA,0.024291834,yes,no,1,1.1
2190,NA,BRITISH COLUMBIA,0.14165146,yes,no,1,1.1
2191,NA,BRITISH COLUMBIA,0.010410869,yes,no,1,1.1
2192,NA,BRITISH COLUMBIA,0.128527787,yes,no,1,1.1
2193,NA,BRITISH COLUMBIA,0.006282996,yes,no,1,1.1
2194,NA,BRITISH COLUMBIA,0.020809746,yes,no,1,1.1
2195,NA,BRITISH COLUMBIA,0.030267679,yes,no,1,1.1
2196,NA,BRITISH COLUMBIA,0.00239088,yes,no,1,1.1
2197,NA,BRITISH COLUMBIA,0.016535948,yes,no,2,1.1
2198,NA,BRITISH COLUMBIA,0.007429229,yes,no,1,1.1
2199,NA,BRITISH COLUMBIA,0.004998952,yes,no,1,1.1
2200,NA,BRITISH COLUMBIA,0.003264832,yes,no,1,1.1
2201,NA,BRITISH COLUMBIA,0.027701204,yes,no,1,1.1
2202,NA,BRITISH COLUMBIA,0.020042077,yes,no,1,1.1
2203,NA,BRITISH COLUMBIA,0.018007805,yes,no,1,1.1
2204,NA,BRITISH COLUMBIA,0.013253284,yes,no,1,1.1
2205,NA,BRITISH COLUMBIA,0.001774631,yes,no,1,1.1
2206,NA,BRITISH COLUMBIA,0.00335387,yes,no,1,1.1
2207,NA,BRITISH COLUMBIA,0.093726918,yes,no,1,1.1
2208,NA,BRITISH COLUMBIA,0.098077081,yes,no,2,1.1
2213,NA,BRITISH COLUMBIA,0.00402822,yes,no,2,1.1
2215,NA,BRITISH COLUMBIA,0.010220889,yes,no,1,1.1
2216,NA,BRITISH COLUMBIA,0.00540543,yes,no,1,1.1
2217,NA,BRITISH COLUMBIA,0.023898706,yes,no,2,1.1
2219,NA,BRITISH COLUMBIA,0.02250619,yes,no,2,1.1
2220,NA,BRITISH COLUMBIA,0.004095822,yes,no,1,1.1
2221,NA,BRITISH COLUMBIA,0.003775691,yes,no,2,1.1
2224,NA,BRITISH COLUMBIA,0.016508009,yes,no,1,1.1
2227,NA,BRITISH COLUMBIA,0.363326568,yes,no,1,1.1
2228,NA,BRITISH COLUMBIA,0.011146868,yes,no,1,1.1
2229,NA,BRITISH COLUMBIA,0.013281051,yes,no,1,1.1
2230,NA,BRITISH COLUMBIA,0.123584522,yes,no,1,1.1
2231,NA,BRITISH COLUMBIA,0.004058996,yes,no,1,1.1
2232,NA,BRITISH COLUMBIA,0.310234869,yes,no,1,1.1
2233,NA,BRITISH COLUMBIA,0.010927991,yes,no,1,1.1
2234,NA,BRITISH COLUMBIA,0.020896123,yes,no,1,1.1
2235,NA,BRITISH COLUMBIA,0.058430989,yes,no,1,1.1
2236,NA,BRITISH COLUMBIA,0.006213636,yes,no,1,1.1
2237,NA,BRITISH COLUMBIA,0.002827345,yes,no,1,1.1
2238,NA,BRITISH COLUMBIA,0.009837932,yes,no,1,1.1
2239,NA,BRITISH COLUMBIA,0.01460784,yes,no,1,1.1
2240,NA,BRITISH COLUMBIA,0.029940698,yes,no,1,1.1
2241,NA,BRITISH COLUMBIA,0.012355296,yes,no,1,1.1
2242,NA,BRITISH COLUMBIA,0.011047203,yes,no,1,1.1
2243,NA,BRITISH COLUMBIA,0.072704386,yes,no,1,1.1
2244,NA,BRITISH COLUMBIA,0.154126324,yes,no,1,1.1
2245,NA,BRITISH COLUMBIA,0.009643923,yes,no,1,1.1
2246,NA,BRITISH COLUMBIA,0.005244689,yes,no,1,1.1
2247,NA,BRITISH COLUMBIA,0.00998654,yes,no,1,1.1
2248,NA,BRITISH COLUMBIA,0.010202704,yes,no,1,1.1
2249,NA,BRITISH COLUMBIA,0.009922816,yes,no,1,1.1
2250,NA,BRITISH COLUMBIA,0.019980201,yes,no,1,1.1
2253,NA,BRITISH COLUMBIA,0.013088378,yes,no,1,1.1
2257,NA,BRITISH COLUMBIA,0.006956702,yes,no,1,1.1
2258,NA,BRITISH COLUMBIA,0.004872522,yes,no,1,1.1
2259,NA,BRITISH COLUMBIA,0.003111512,yes,no,1,1.1
2260,NA,BRITISH COLUMBIA,0.003575384,yes,no,1,1.1
2261,NA,BRITISH COLUMBIA,0.004711493,yes,no,1,1.1
2262,NA,BRITISH COLUMBIA,0.003311986,yes,no,1,1.1
2263,NA,BRITISH COLUMBIA,0.025060456,yes,no,1,1.1
2264,NA,BRITISH COLUMBIA,0.008778732,yes,no,1,1.1
2265,NA,BRITISH COLUMBIA,0.00288934,yes,no,1,1.1
2266,NA,BRITISH COLUMBIA,0.011817557,yes,no,1,1.1
2267,NA,BRITISH COLUMBIA,0.006773881,yes,no,1,1.1
2268,NA,BRITISH COLUMBIA,0.014172631,yes,no,1,1.1
2269,NA,BRITISH COLUMBIA,0.004798832,yes,no,1,1.1
2270,NA,BRITISH COLUMBIA,0.005195878,yes,no,1,1.1
2271,NA,BRITISH COLUMBIA,0.003765341,yes,no,1,1.1
2272,NA,BRITISH COLUMBIA,0.012659796,yes,no,1,1.1
2273,NA,BRITISH COLUMBIA,0.007726022,yes,no,1,1.1
2274,NA,BRITISH COLUMBIA,0.002507447,yes,no,1,1.1
2275,NA,BRITISH COLUMBIA,0.009638489,yes,no,1,1.1
2276,NA,BRITISH COLUMBIA,0.042298458,yes,no,1,1.1
2277,NA,BRITISH COLUMBIA,0.001709655,yes,no,1,1.1
2278,NA,BRITISH COLUMBIA,0.131590235,yes,no,1,1.1
2279,NA,BRITISH COLUMBIA,0.00670939,yes,no,1,1.1
2280,NA,BRITISH COLUMBIA,0.036182037,yes,no,1,1.1
2281,NA,BRITISH COLUMBIA,0.004624817,yes,no,1,1.1
2282,NA,BRITISH COLUMBIA,0.029779986,yes,no,1,1.1
2283,NA,BRITISH COLUMBIA,0.020525299,yes,no,1,1.1
2284,NA,BRITISH COLUMBIA,0.017661763,yes,no,1,1.1
2285,NA,BRITISH COLUMBIA,0.053423654,yes,no,1,1.1
2287,NA,BRITISH COLUMBIA,0.006298196,yes,no,1,1.1
2290,NA,BRITISH COLUMBIA,0.004943073,yes,no,1,1.1
2294,NA,BRITISH COLUMBIA,0.017752276,yes,no,1,1.1
2295,NA,BRITISH COLUMBIA,0.003112731,yes,no,1,1.1
2298,NA,BRITISH COLUMBIA,0.004399943,yes,no,1,1.1
2299,NA,BRITISH COLUMBIA,0.024725846,yes,no,1,1.1
2301,NA,BRITISH COLUMBIA,0.051084631,yes,no,1,1.1
2303,NA,BRITISH COLUMBIA,0.009090732,yes,no,1,1.1
2304,NA,BRITISH COLUMBIA,0.026220781,yes,no,1,1.1
2307,NA,BRITISH COLUMBIA,0.036125649,yes,no,1,1.1
2309,NA,BRITISH COLUMBIA,0.009219581,yes,no,1,1.1
2312,NA,BRITISH COLUMBIA,0.003872486,yes,no,1,1.1
2314,NA,BRITISH COLUMBIA,0.06310148,yes,no,1,1.1
2315,NA,BRITISH COLUMBIA,0.090929885,yes,no,1,1.1
2318,NA,BRITISH COLUMBIA,0.003089279,yes,no,1,1.1
2319,NA,BRITISH COLUMBIA,0.006249169,yes,no,1,1.1
2320,NA,BRITISH COLUMBIA,0.011295978,yes,no,1,1.1
2321,NA,BRITISH COLUMBIA,0.025388046,yes,no,1,1.1
2322,NA,BRITISH COLUMBIA,0.019829397,yes,no,1,1.1
2323,NA,BRITISH COLUMBIA,0.006531965,yes,no,1,1.1
2324,NA,BRITISH COLUMBIA,0.052946063,yes,no,1,1.1
2325,NA,BRITISH COLUMBIA,0.007310109,yes,no,1,1.1
2326,NA,BRITISH COLUMBIA,0.017461707,yes,no,1,1.1
2327,NA,BRITISH COLUMBIA,0.183649445,yes,no,1,1.1
2329,NA,BRITISH COLUMBIA,0.003835338,yes,no,3,1.1
2330,NA,BRITISH COLUMBIA,0.14203421,yes,no,1,1.1
2332,NA,BRITISH COLUMBIA,0.004858529,yes,no,1,1.1
2333,NA,BRITISH COLUMBIA,0.005524547,yes,no,3,1.1
2336,NA,BRITISH COLUMBIA,0.007691218,yes,no,1,1.1
2339,NA,BRITISH COLUMBIA,0.01347603,yes,no,1,1.1
2340,NA,BRITISH COLUMBIA,0.7380499,yes,no,1,1.1
2341,NA,BRITISH COLUMBIA,0.007458249,yes,no,1,1.1
2342,NA,BRITISH COLUMBIA,0.059249265,yes,no,1,1.1
2346,NA,BRITISH COLUMBIA,0.005794101,yes,no,1,1.1
2348,NA,BRITISH COLUMBIA,0.008637327,yes,no,2,1.1
2352,NA,BRITISH COLUMBIA,0.012299867,yes,no,1,1.1
2354,NA,BRITISH COLUMBIA,0.009275425,yes,no,1,1.1
2355,NA,BRITISH COLUMBIA,0.084660329,yes,no,1,1.1
2360,NA,BRITISH COLUMBIA,0.003080198,yes,no,1,1.1
2361,NA,BRITISH COLUMBIA,0.011319309,yes,no,1,1.1
2362,NA,BRITISH COLUMBIA,0.009907395,yes,no,1,1.1
2367,NA,BRITISH COLUMBIA,0.147400627,yes,no,1,1.1
2370,NA,BRITISH COLUMBIA,0.008806123,yes,no,1,1.1
2373,NA,BRITISH COLUMBIA,0.03419312,yes,no,1,1.1
2376,NA,BRITISH COLUMBIA,0.005271796,yes,no,1,1.1
2377,NA,BRITISH COLUMBIA,0.021048117,yes,no,1,1.1
2381,NA,BRITISH COLUMBIA,0.028326865,yes,no,1,1.1
2382,NA,BRITISH COLUMBIA,0.013810932,yes,no,1,1.1
2384,NA,BRITISH COLUMBIA,0.011955422,yes,no,1,1.1
2385,NA,BRITISH COLUMBIA,0.002676965,yes,no,1,1.1
2390,NA,BRITISH COLUMBIA,0.00437373,yes,no,1,1.1
2392,NA,BRITISH COLUMBIA,0.023084497,yes,no,1,1.1
2393,NA,BRITISH COLUMBIA,0.00404773,yes,no,3,1.1
2394,NA,BRITISH COLUMBIA,0.063813844,yes,no,1,1.1
2395,NA,BRITISH COLUMBIA,0.014653382,yes,no,3,1.1
2397,NA,BRITISH COLUMBIA,0.021620602,yes,no,1,1.1
2398,NA,BRITISH COLUMBIA,0.001484574,yes,no,1,1.1
2400,NA,BRITISH COLUMBIA,0.804218993,yes,no,1,1.1
2403,NA,BRITISH COLUMBIA,0.008895416,yes,no,1,1.1
2404,NA,BRITISH COLUMBIA,0.002513118,yes,no,1,1.1
2405,NA,BRITISH COLUMBIA,0.015106817,yes,no,1,1.1
2406,NA,BRITISH COLUMBIA,0.017275378,yes,no,1,1.1
2409,NA,BRITISH COLUMBIA,0.025664381,yes,no,1,1.1
2410,NA,BRITISH COLUMBIA,0.007101182,yes,no,1,1.1
2411,NA,BRITISH COLUMBIA,0.003294102,yes,no,1,1.1
2412,NA,BRITISH COLUMBIA,0.014182211,yes,no,1,1.1
2413,NA,BRITISH COLUMBIA,0.035543214,yes,no,1,1.1
2414,NA,BRITISH COLUMBIA,0.004066043,yes,no,1,1.1
2415,NA,BRITISH COLUMBIA,0.019913675,yes,no,1,1.1
2416,NA,BRITISH COLUMBIA,0.014145206,yes,no,2,1.1
2417,NA,BRITISH COLUMBIA,0.212869162,yes,no,1,1.1
2418,NA,BRITISH COLUMBIA,0.011599257,yes,no,3,1.1
2419,NA,BRITISH COLUMBIA,0.01045704,yes,no,3,1.1
2420,NA,BRITISH COLUMBIA,0.023844031,yes,no,1,1.1
2421,NA,BRITISH COLUMBIA,0.003896408,yes,no,1,1.1
2422,NA,BRITISH COLUMBIA,0.027012531,yes,no,1,1.1
2423,NA,BRITISH COLUMBIA,0.008484689,yes,no,3,1.1
2424,NA,BRITISH COLUMBIA,0.014359153,yes,no,3,1.1
2425,NA,BRITISH COLUMBIA,0.01179606,yes,no,3,1.1
2426,NA,BRITISH COLUMBIA,0.002114536,yes,no,1,1.1
2427,NA,BRITISH COLUMBIA,0.008232079,yes,no,3,1.1
2429,NA,BRITISH COLUMBIA,0.192181912,yes,no,3,1.1
2433,NA,BRITISH COLUMBIA,0.002780374,yes,no,3,1.1
2435,NA,BRITISH COLUMBIA,0.008630992,yes,no,1,1.1
2436,NA,BRITISH COLUMBIA,0.309170656,yes,no,1,1.1
2437,NA,BRITISH COLUMBIA,0.001369781,yes,no,1,1.1
2439,NA,BRITISH COLUMBIA,0.007407597,yes,no,3,1.1
2440,NA,BRITISH COLUMBIA,0.004332911,yes,no,1,1.1
2442,NA,BRITISH COLUMBIA,0.005643044,yes,no,1,1.1
2443,NA,BRITISH COLUMBIA,0.004468266,yes,no,1,1.1
2444,NA,BRITISH COLUMBIA,0.041430706,yes,no,2,1.1
2445,NA,BRITISH COLUMBIA,0.009726203,yes,no,2,1.1
2446,NA,BRITISH COLUMBIA,0.002548564,yes,no,1,1.1
2447,NA,BRITISH COLUMBIA,0.320618521,yes,no,2,1.1
2448,NA,BRITISH COLUMBIA,0.099052488,yes,no,1,1.1
2450,NA,BRITISH COLUMBIA,0.002760129,yes,no,3,1.1
2451,NA,BRITISH COLUMBIA,0.015419,yes,no,3,1.1
2452,NA,BRITISH COLUMBIA,0.007450894,yes,no,3,1.1
2453,NA,BRITISH COLUMBIA,0.032465848,yes,no,3,1.1
2454,NA,BRITISH COLUMBIA,0.020247044,yes,no,3,1.1
2455,NA,BRITISH COLUMBIA,0.010471148,yes,no,3,1.1
2456,NA,BRITISH COLUMBIA,0.006725274,yes,no,3,1.1
2457,NA,BRITISH COLUMBIA,0.009103984,yes,no,3,1.1
2458,NA,BRITISH COLUMBIA,0.118184823,yes,no,1,1.1
2459,NA,BRITISH COLUMBIA,0.480992913,yes,no,1,1.1
2460,NA,BRITISH COLUMBIA,0.005159833,yes,no,3,1.1
2464,NA,BRITISH COLUMBIA,0.003599044,yes,no,3,1.1
2465,NA,BRITISH COLUMBIA,0.018209719,yes,no,2,1.1
2466,NA,BRITISH COLUMBIA,0.004112713,yes,no,3,1.1
2467,NA,BRITISH COLUMBIA,0.071101283,yes,no,1,1.1
2469,NA,BRITISH COLUMBIA,0.00343382,yes,no,2,1.1
2470,NA,BRITISH COLUMBIA,0.00422933,yes,no,3,1.1
2472,NA,BRITISH COLUMBIA,0.314140518,yes,no,1,1.1
2473,NA,BRITISH COLUMBIA,0.006093663,yes,no,2,1.1
2474,NA,BRITISH COLUMBIA,0.015018543,yes,no,2,1.1
2475,NA,BRITISH COLUMBIA,0.004080982,yes,no,2,1.1
2476,NA,BRITISH COLUMBIA,0.015080457,yes,no,2,1.1
2477,NA,BRITISH COLUMBIA,0.001410891,yes,no,3,1.1
2478,NA,BRITISH COLUMBIA,0.254481633,yes,no,3,1.1
2479,NA,BRITISH COLUMBIA,0.002031313,yes,no,3,1.1
2480,NA,BRITISH COLUMBIA,0.026571507,yes,no,2,1.1
2481,NA,BRITISH COLUMBIA,0.001789754,yes,no,3,1.1
2482,NA,BRITISH COLUMBIA,0.016262745,yes,no,3,1.1
2483,NA,BRITISH COLUMBIA,0.006746847,yes,no,2,1.1
2484,NA,BRITISH COLUMBIA,0.006719878,yes,no,3,1.1
2485,NA,BRITISH COLUMBIA,0.011014159,yes,no,3,1.1
2486,NA,BRITISH COLUMBIA,0.004070268,yes,no,3,1.1
2487,NA,BRITISH COLUMBIA,0.132518869,yes,no,2,1.1
2488,NA,BRITISH COLUMBIA,0.00547678,yes,no,3,1.1
2489,NA,BRITISH COLUMBIA,0.023901411,yes,no,3,1.1
2490,NA,BRITISH COLUMBIA,0.004735463,yes,no,3,1.1
2491,NA,BRITISH COLUMBIA,0.012698945,yes,no,2,1.1
2492,NA,BRITISH COLUMBIA,0.013433144,yes,no,2,1.1
2493,NA,BRITISH COLUMBIA,0.0110225,yes,no,2,1.1
2494,NA,BRITISH COLUMBIA,0.50815011,yes,no,2,1.1
2495,NA,BRITISH COLUMBIA,0.002298068,yes,no,2,1.1
2496,NA,BRITISH COLUMBIA,0.015112703,yes,no,2,1.1
2497,NA,BRITISH COLUMBIA,0.010180153,yes,no,3,1.1
2498,NA,BRITISH COLUMBIA,0.001649406,yes,no,2,1.1
2499,NA,BRITISH COLUMBIA,0.003846838,yes,no,3,1.1
2500,NA,BRITISH COLUMBIA,0.001115519,yes,no,3,1.1
2501,NA,BRITISH COLUMBIA,0.048994892,yes,no,2,1.1
2502,NA,BRITISH COLUMBIA,0.375468595,yes,no,2,1.1
2503,NA,BRITISH COLUMBIA,0.00865265,yes,no,2,1.1
2504,NA,BRITISH COLUMBIA,0.002442403,yes,no,2,1.1
2505,NA,BRITISH COLUMBIA,0.039780431,yes,no,3,1.1
2506,NA,BRITISH COLUMBIA,0.012087703,yes,no,3,1.1
2507,NA,BRITISH COLUMBIA,0.017930449,yes,no,3,1.1
2508,NA,BRITISH COLUMBIA,0.009532059,yes,no,3,1.1
2509,NA,BRITISH COLUMBIA,0.003621965,yes,no,2,1.1
2510,NA,BRITISH COLUMBIA,0.003983957,yes,no,3,1.1
2511,NA,BRITISH COLUMBIA,0.359783333,yes,no,2,1.1
2512,NA,BRITISH COLUMBIA,0.097967657,yes,no,3,1.1
2513,NA,BRITISH COLUMBIA,0.11626396,yes,no,2,1.1
2514,NA,BRITISH COLUMBIA,0.005763961,yes,no,3,1.1
2515,NA,BRITISH COLUMBIA,0.03549022,yes,no,3,1.1
2516,NA,BRITISH COLUMBIA,0.01108609,yes,no,3,1.1
2517,NA,BRITISH COLUMBIA,0.010065716,yes,no,3,1.1
2518,NA,BRITISH COLUMBIA,0.007339502,yes,no,3,1.1
2519,NA,BRITISH COLUMBIA,0.007247124,yes,no,3,1.1
2523,NA,BRITISH COLUMBIA,0.158893189,yes,no,1,1.1
2524,NA,BRITISH COLUMBIA,0.00706287,yes,no,1,1.1
2527,NA,BRITISH COLUMBIA,0.002740211,yes,no,1,1.1
2529,NA,BRITISH COLUMBIA,0.005591036,yes,no,1,1.1
2530,NA,BRITISH COLUMBIA,0.003623038,yes,no,1,1.1
2531,NA,BRITISH COLUMBIA,0.002383337,yes,no,3,1.1
2532,NA,BRITISH COLUMBIA,0.004436872,yes,no,1,1.1
2533,NA,BRITISH COLUMBIA,0.002291771,yes,no,1,1.1
2534,NA,BRITISH COLUMBIA,0.270903299,yes,no,1,1.1
2536,NA,BRITISH COLUMBIA,0.008545828,yes,no,1,1.1
2540,NA,BRITISH COLUMBIA,0.004129215,yes,no,3,1.1
2544,NA,BRITISH COLUMBIA,0.005329537,yes,no,3,1.1
2547,NA,BRITISH COLUMBIA,0.006910147,yes,no,3,1.1
2549,NA,BRITISH COLUMBIA,0.014073601,yes,no,2,1.1
2550,NA,BRITISH COLUMBIA,0.005965186,yes,no,2,1.1
2553,NA,BRITISH COLUMBIA,0.004631661,yes,no,3,1.1
2554,NA,BRITISH COLUMBIA,0.007744157,yes,no,2,1.1
2560,NA,BRITISH COLUMBIA,0.191651337,yes,no,1,1.1
2567,NA,BRITISH COLUMBIA,0.006121894,yes,no,1,1.1
2569,NA,BRITISH COLUMBIA,0.006258689,yes,no,3,1.1
2571,NA,BRITISH COLUMBIA,0.026300376,yes,no,1,1.1
2575,NA,BRITISH COLUMBIA,0.013391558,yes,no,1,1.1
2577,NA,BRITISH COLUMBIA,0.047989554,yes,no,1,1.1
2579,NA,BRITISH COLUMBIA,0.025305235,yes,no,1,1.1
2580,NA,BRITISH COLUMBIA,0.01691386,yes,no,1,1.1
2581,NA,BRITISH COLUMBIA,0.026645058,yes,no,1,1.1
2582,NA,BRITISH COLUMBIA,0.005004956,yes,no,1,1.1
2584,NA,BRITISH COLUMBIA,0.003445364,yes,no,3,1.1
2585,NA,BRITISH COLUMBIA,0.101790224,yes,no,1,1.1
2588,NA,BRITISH COLUMBIA,0.008156027,yes,no,1,1.1
2590,NA,BRITISH COLUMBIA,0.009367925,yes,no,3,1.1
2591,NA,BRITISH COLUMBIA,0.004541023,yes,no,1,1.1
2597,NA,BRITISH COLUMBIA,0.002335547,yes,no,1,1.1
2598,NA,BRITISH COLUMBIA,0.01691756,yes,no,1,1.1
2600,NA,BRITISH COLUMBIA,0.005824298,yes,no,1,1.1
2601,NA,BRITISH COLUMBIA,0.715352149,yes,no,1,1.1
2602,NA,BRITISH COLUMBIA,0.019970898,yes,no,1,1.1
2606,NA,BRITISH COLUMBIA,0.013083931,yes,no,1,1.1
2610,NA,BRITISH COLUMBIA,0.011329247,yes,no,1,1.1
2612,NA,BRITISH COLUMBIA,0.045956125,yes,no,2,1.1
2613,NA,BRITISH COLUMBIA,0.076505387,yes,no,1,1.1
2618,NA,BRITISH COLUMBIA,0.068194091,yes,no,2,1.1
2622,NA,BRITISH COLUMBIA,0.003521105,yes,no,2,1.1
2623,NA,BRITISH COLUMBIA,0.233305378,yes,no,2,1.1
2627,NA,BRITISH COLUMBIA,0.009560747,yes,no,2,1.1
